Date,Account Type,Account Name,Category,Revenue Amount,Expense Amount,COGS,Gross Profit,Operating Expenses,Operating Profit (EBIT),Net Profit,Current Assets,Non-Current Assets,Current Liabilities,Non-Current Liabilities,Equity,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Flow Category,Department,Region,Project,Currency,Budget Amount,Actual Amount
2018-09-30,Expense,Utilities Expense,Operating,0.0,29019.13,0.0,0.0,29019.13,-29019.13,-29019.13,0.0,0.0,0.0,0.0,0.0,0.0,29019.13,-29019.13,Operating,Operations,North America,Cybersecurity Hardening,USD,36188.96,29019.13
2018-09-30,Expense,R&D Expense,Operating,0.0,1374.81,0.0,0.0,1374.81,-1374.81,-1374.81,0.0,0.0,0.0,0.0,0.0,0.0,1374.81,-1374.81,Operating,IT,Asia-Pacific,Data Platform Modernization,JPY,1477.03,1374.81
2018-09-30,Expense,Rent Expense,Operating,0.0,149061.39,0.0,0.0,149061.39,-149061.39,-149061.39,0.0,0.0,0.0,0.0,0.0,0.0,149061.39,-149061.39,Operating,Operations,Asia-Pacific,Data Platform Modernization,JPY,135671.4,149061.39
2018-09-30,Expense,Rent Expense,Operating,0.0,16332.65,0.0,0.0,16332.65,-16332.65,-16332.65,0.0,0.0,0.0,0.0,0.0,0.0,16332.65,-16332.65,Operating,Operations,North America,Cybersecurity Hardening,USD,20265.26,16332.65
2018-09-30,Expense,Professional Services,Operating,0.0,46327.51,0.0,0.0,46327.51,-46327.51,-46327.51,0.0,0.0,0.0,0.0,0.0,0.0,46327.51,-46327.51,Operating,Finance,North America,Product Launch Q3,USD,52830.22,46327.51
2018-09-30,Expense,Professional Services,Operating,0.0,6406.75,0.0,0.0,6406.75,-6406.75,-6406.75,0.0,0.0,0.0,0.0,0.0,0.0,6406.75,-6406.75,Operating,Finance,Middle East,ERP Implementation,USD,5385.77,6406.75
2018-09-30,Expense,Marketing & Advertising,Operating,0.0,59061.29,0.0,0.0,59061.29,-59061.29,-59061.29,0.0,0.0,0.0,0.0,0.0,0.0,59061.29,-59061.29,Operating,Marketing,North America,Customer 360 Initiative,USD,72925.49,59061.29
2018-09-30,Expense,IT Software Subscriptions,Operating,0.0,14611.28,0.0,0.0,14611.28,-14611.28,-14611.28,0.0,0.0,0.0,0.0,0.0,0.0,14611.28,-14611.28,Operating,IT,Asia-Pacific,Data Platform Modernization,JPY,14765.71,14611.28
2018-09-30,Expense,Insurance Expense,Operating,0.0,27964.57,0.0,0.0,27964.57,-27964.57,-27964.57,0.0,0.0,0.0,0.0,0.0,0.0,27964.57,-27964.57,Operating,Finance,Africa,Working Capital Optimization,GBP,28040.02,27964.57
2018-09-30,Expense,Utilities Expense,Operating,0.0,47096.92,0.0,0.0,47096.92,-47096.92,-47096.92,0.0,0.0,0.0,0.0,0.0,0.0,47096.92,-47096.92,Operating,Operations,Africa,Working Capital Optimization,GBP,45469.81,47096.92
2018-09-30,Expense,Rent Expense,Operating,0.0,37205.41,0.0,0.0,37205.41,-37205.41,-37205.41,0.0,0.0,0.0,0.0,0.0,0.0,37205.41,-37205.41,Operating,Operations,Asia-Pacific,Cloud Migration,JPY,42346.8,37205.41
2018-09-30,Expense,Salaries & Wages,Operating,0.0,82825.77,0.0,0.0,82825.77,-82825.77,-82825.77,0.0,0.0,0.0,0.0,0.0,0.0,82825.77,-82825.77,Operating,HR,North America,New Pricing Model 2.0,USD,100369.0,82825.77
2018-09-30,Expense,Travel Expense,Operating,0.0,2949.54,0.0,0.0,2949.54,-2949.54,-2949.54,0.0,0.0,0.0,0.0,0.0,0.0,2949.54,-2949.54,Operating,Sales,North America,Cybersecurity Hardening,USD,3536.87,2949.54
2018-09-30,Expense,Rent Expense,Operating,0.0,156623.76,0.0,0.0,156623.76,-156623.76,-156623.76,0.0,0.0,0.0,0.0,0.0,0.0,156623.76,-156623.76,Operating,Operations,Asia-Pacific,Cloud Migration,JPY,146719.93,156623.76
2018-09-30,Expense,Utilities Expense,Operating,0.0,20146.28,0.0,0.0,20146.28,-20146.28,-20146.28,0.0,0.0,0.0,0.0,0.0,0.0,20146.28,-20146.28,Operating,Operations,Asia-Pacific,Data Platform Modernization,JPY,17625.56,20146.28
2018-09-30,Expense,IT Software Subscriptions,Operating,0.0,93750.06,0.0,0.0,93750.06,-93750.06,-93750.06,0.0,0.0,0.0,0.0,0.0,0.0,93750.06,-93750.06,Operating,IT,Africa,Automation Wave 2022,GBP,81427.48,93750.06
2018-09-30,Expense,IT Software Subscriptions,Operating,0.0,6712.4,0.0,0.0,6712.4,-6712.4,-6712.4,0.0,0.0,0.0,0.0,0.0,0.0,6712.4,-6712.4,Operating,IT,Asia-Pacific,Data Platform Modernization,JPY,5838.15,6712.4
2018-09-30,Expense,Depreciation Expense,Operating,0.0,7376.36,0.0,0.0,7376.36,-7376.36,-7376.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Capital Base Depreciation,GBP,7638.77,7376.36
2018-09-30,Expense,Depreciation Expense,Operating,0.0,119407.98,0.0,0.0,119407.98,-119407.98,-119407.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,North America,Capital Base Depreciation,USD,141370.57,119407.98
2018-09-30,Expense,Interest Expense,Financing,0.0,329944.07,0.0,0.0,0.0,0.0,-329944.07,0.0,0.0,0.0,0.0,0.0,0.0,329944.07,-329944.07,Financing,Finance,North America,Debt Servicing,USD,347600.38,329944.07
2018-09-30,Expense,Income Tax Expense,Taxes,0.0,536083.22,0.0,0.0,0.0,0.0,-536083.22,0.0,0.0,0.0,0.0,0.0,0.0,536083.22,-536083.22,Operating,Finance,North America,Tax Provision,USD,593475.73,536083.22
2018-09-30,Asset,Cash and Cash Equivalents,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27381960.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Middle East,Company-Wide,USD,31638163.19,27381960.16
2018-09-30,Asset,Accounts Receivable,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9233351.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Company-Wide,GBP,9414420.75,9233351.82
2018-09-30,Asset,Inventory,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17845026.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Europe,Company-Wide,EUR,17775291.2,17845026.33
2018-09-30,Asset,Prepaid Expenses,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4943116.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Asia-Pacific,Company-Wide,JPY,4895662.86,4943116.96
2018-09-30,Asset,"Property, Plant & Equipment",Investing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50202131.09,0.0,0.0,0.0,0.0,0.0,0.0,Investing,Finance,Africa,Company-Wide,GBP,43176929.32,50202131.09
2018-09-30,Asset,Intangible Assets,Investing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59428947.36,0.0,0.0,0.0,0.0,0.0,0.0,Investing,Finance,Middle East,Company-Wide,USD,66426397.52,59428947.36
2018-09-30,Liability,Accounts Payable,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9945192.74,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Company-Wide,GBP,9085466.51,9945192.74
2018-09-30,Liability,Accrued Expenses,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12460922.23,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Company-Wide,GBP,13999827.05,12460922.23
2018-09-30,Liability,Short-Term Debt,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13961617.91,0.0,0.0,0.0,0.0,0.0,Financing,Finance,Africa,Company-Wide,GBP,16894228.31,13961617.91
2018-09-30,Liability,Deferred Revenue,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1485337.03,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Company-Wide,GBP,1649895.95,1485337.03
2018-09-30,Liability,Long-Term Debt,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24018109.34,0.0,0.0,0.0,0.0,Financing,Finance,Asia-Pacific,Company-Wide,JPY,23146023.37,24018109.34
2018-09-30,Liability,Lease Liabilities,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18678691.13,0.0,0.0,0.0,0.0,Financing,Finance,Asia-Pacific,Company-Wide,JPY,16254513.95,18678691.13
2018-09-30,Equity,Common Stock,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55924541.68,0.0,0.0,0.0,Financing,Finance,Middle East,Company-Wide,USD,49171252.95,55924541.68
2018-09-30,Equity,Retained Earnings,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25784483.29,0.0,0.0,0.0,Financing,Finance,Africa,Company-Wide,GBP,25346307.42,25601371.08
2018-09-30,Equity,Additional Paid-In Capital,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6958750.58,0.0,0.0,0.0,Financing,Finance,Europe,Company-Wide,EUR,6907560.98,6958750.58
2018-09-30,Asset,Cash - Restricted,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197128.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Asia-Pacific,Company-Wide,JPY,225874.95,197128.69
2018-09-30,Liability,Deferred Revenue - Long-term Portion,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14016.48,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Company-Wide,GBP,14316.91,14016.48
2018-10-31,Revenue,Licensing Revenue,Non-Operating,415310.34,0.0,178038.19,237272.15,0.0,237272.15,237272.15,0.0,0.0,0.0,0.0,0.0,359559.16,0.0,359559.16,Operating,Sales,Middle East,Middle East Distributor Program,USD,390497.56,415310.34
2018-10-31,Revenue,Maintenance Revenue,Operating,429010.28,0.0,244648.71,184361.56,0.0,184361.56,184361.56,0.0,0.0,0.0,0.0,0.0,353410.12,0.0,353410.12,Operating,Sales,Asia-Pacific,Data Platform Modernization,JPY,404988.26,429010.28
2018-10-31,Revenue,Product Sales,Operating,612085.12,0.0,328281.21,283803.91,0.0,283803.91,283803.91,0.0,0.0,0.0,0.0,0.0,520865.43,0.0,520865.43,Operating,Marketing,Asia-Pacific,APAC Growth 2023,JPY,577306.41,612085.12
2018-10-31,Revenue,Service Revenue,Operating,526185.4,0.0,226284.84,299900.57,0.0,299900.57,299900.57,0.0,0.0,0.0,0.0,0.0,486098.75,0.0,486098.75,Operating,Operations,Europe,ERP Implementation,EUR,648667.89,526185.4
2018-10-31,Revenue,Service Revenue,Operating,436710.38,0.0,195718.5,240991.88,0.0,240991.88,240991.88,0.0,0.0,0.0,0.0,0.0,385183.64,0.0,385183.64,Operating,Sales,North America,Product Launch Q3,USD,426119.41,436710.38
2018-10-31,Revenue,Subscription Revenue,Operating,422498.7,0.0,187155.0,235343.7,0.0,235343.7,235343.7,0.0,0.0,0.0,0.0,0.0,368748.12,0.0,368748.12,Operating,Sales,Asia-Pacific,APAC Growth 2023,JPY,390224.49,422498.7
2018-10-31,Revenue,Licensing Revenue,Non-Operating,500556.22,0.0,271860.01,228696.21,0.0,228696.21,228696.21,0.0,0.0,0.0,0.0,0.0,424262.5,0.0,424262.5,Operating,Sales,Europe,ERP Implementation,EUR,449658.54,500556.22
2018-10-31,Revenue,Service Revenue,Operating,662568.93,0.0,358023.94,304544.99,0.0,304544.99,304544.99,0.0,0.0,0.0,0.0,0.0,563339.08,0.0,563339.08,Operating,Sales,Asia-Pacific,Data Platform Modernization,JPY,593716.45,662568.93
2018-10-31,Revenue,Product Sales,Operating,359480.63,0.0,202241.98,157238.65,0.0,157238.65,157238.65,0.0,0.0,0.0,0.0,0.0,326488.74,0.0,326488.74,Operating,Sales,Middle East,Digital Self-Service Portal,USD,408365.94,359480.63
2018-10-31,Revenue,Product Sales,Operating,404237.48,0.0,199476.92,204760.56,0.0,204760.56,204760.56,0.0,0.0,0.0,0.0,0.0,341038.57,0.0,341038.57,Operating,Sales,Asia-Pacific,Data Platform Modernization,JPY,391937.32,404237.48
2018-10-31,Revenue,Product Sales,Operating,546790.07,0.0,269880.53,276909.55,0.0,276909.55,276909.55,0.0,0.0,0.0,0.0,0.0,482844.08,0.0,482844.08,Operating,Operations,North America,Product Launch Q3,USD,560203.86,546790.07
2018-10-31,Revenue,Subscription Revenue,Operating,426157.89,0.0,225100.85,201057.04,0.0,201057.04,201057.04,0.0,0.0,0.0,0.0,0.0,367372.28,0.0,367372.28,Operating,Sales,Europe,Market Expansion Europe,EUR,509332.93,426157.89
2018-10-31,Revenue,Subscription Revenue,Operating,380215.16,0.0,208817.36,171397.8,0.0,171397.8,171397.8,0.0,0.0,0.0,0.0,0.0,314576.75,0.0,314576.75,Operating,Sales,Middle East,Digital Self-Service Portal,USD,329230.55,380215.16
2018-10-31,Revenue,Product Sales,Operating,436474.7,0.0,207708.23,228766.48,0.0,228766.48,228766.48,0.0,0.0,0.0,0.0,0.0,358554.41,0.0,358554.41,Operating,Marketing,Asia-Pacific,Cloud Migration,JPY,428615.55,436474.7
2018-10-31,Revenue,Maintenance Revenue,Operating,508894.14,0.0,246393.33,262500.81,0.0,262500.81,262500.81,0.0,0.0,0.0,0.0,0.0,463757.05,0.0,463757.05,Operating,Marketing,North America,New Pricing Model 2.0,USD,440688.07,508894.14
2018-10-31,Revenue,Licensing Revenue,Non-Operating,410946.72,0.0,182716.64,228230.08,0.0,228230.08,228230.08,0.0,0.0,0.0,0.0,0.0,347812.67,0.0,347812.67,Operating,Sales,Asia-Pacific,APAC Growth 2023,JPY,461291.22,410946.72
2018-10-31,Revenue,Service Revenue,Operating,346464.17,0.0,164379.72,182084.44,0.0,182084.44,182084.44,0.0,0.0,0.0,0.0,0.0,328013.76,0.0,328013.76,Operating,Sales,Middle East,ERP Implementation,USD,395016.7,346464.17
2018-10-31,Revenue,Product Sales,Operating,379322.92,0.0,169664.57,209658.35,0.0,209658.35,209658.35,0.0,0.0,0.0,0.0,0.0,355625.64,0.0,355625.64,Operating,Sales,Middle East,ERP Implementation,USD,358154.79,379322.92
2018-10-31,Revenue,Service Revenue,Operating,457999.52,0.0,193015.89,264983.63,0.0,264983.63,264983.63,0.0,0.0,0.0,0.0,0.0,385050.34,0.0,385050.34,Operating,Sales,Asia-Pacific,Data Platform Modernization,JPY,403885.79,457999.52
2018-10-31,Revenue,Product Sales,Operating,402640.88,0.0,216671.99,185968.89,0.0,185968.89,185968.89,0.0,0.0,0.0,0.0,0.0,349710.62,0.0,349710.62,Operating,Marketing,Europe,Debt Refinancing 2024,EUR,458449.99,402640.88
2018-10-31,Revenue,Maintenance Revenue,Operating,533594.63,0.0,263404.3,270190.33,0.0,270190.33,270190.33,0.0,0.0,0.0,0.0,0.0,453327.85,0.0,453327.85,Operating,Operations,North America,New Pricing Model 2.0,USD,647154.8,533594.63
2018-10-31,Revenue,Licensing Revenue,Non-Operating,617571.05,0.0,303897.53,313673.52,0.0,313673.52,313673.52,0.0,0.0,0.0,0.0,0.0,514297.13,0.0,514297.13,Operating,Sales,Asia-Pacific,Data Platform Modernization,JPY,526837.6,617571.05
2018-10-31,Revenue,Subscription Revenue,Operating,418828.95,0.0,212616.6,206212.36,0.0,206212.36,206212.36,0.0,0.0,0.0,0.0,0.0,378706.75,0.0,378706.75,Operating,Operations,Europe,Working Capital Optimization,EUR,401205.12,418828.95
2018-10-31,Revenue,Licensing Revenue,Non-Operating,612751.36,0.0,257392.43,355358.93,0.0,355358.93,355358.93,0.0,0.0,0.0,0.0,0.0,526960.69,0.0,526960.69,Operating,Sales,North America,Cybersecurity Hardening,USD,535143.96,612751.36
2018-10-31,Revenue,Subscription Revenue,Operating,628105.14,0.0,303729.09,324376.05,0.0,324376.05,324376.05,0.0,0.0,0.0,0.0,0.0,561650.85,0.0,561650.85,Operating,Sales,Asia-Pacific,AI Sales Copilot,JPY,661346.64,628105.14
2018-10-31,Revenue,Product Sales,Operating,404691.39,0.0,193699.25,210992.14,0.0,210992.14,210992.14,0.0,0.0,0.0,0.0,0.0,358598.87,0.0,358598.87,Operating,Marketing,Asia-Pacific,Data Platform Modernization,JPY,350341.48,404691.39
2018-10-31,Revenue,Subscription Revenue,Operating,377507.54,0.0,201758.42,175749.11,0.0,175749.11,175749.11,0.0,0.0,0.0,0.0,0.0,324063.47,0.0,324063.47,Operating,Operations,Middle East,Digital Self-Service Portal,USD,356010.45,377507.54
2018-10-31,Revenue,Service Revenue,Operating,268607.48,0.0,135018.79,133588.69,0.0,133588.69,133588.69,0.0,0.0,0.0,0.0,0.0,241658.58,0.0,241658.58,Operating,Operations,Middle East,Middle East Distributor Program,USD,278037.68,268607.48
2018-10-31,Revenue,Service Revenue,Operating,538097.56,0.0,270772.48,267325.08,0.0,267325.08,267325.08,0.0,0.0,0.0,0.0,0.0,511011.89,0.0,511011.89,Operating,Sales,Europe,Market Expansion Europe,EUR,491192.37,538097.56
2018-10-31,Revenue,Service Revenue,Operating,517284.23,0.0,242683.6,274600.63,0.0,274600.63,274600.63,0.0,0.0,0.0,0.0,0.0,450510.33,0.0,450510.33,Operating,Operations,Asia-Pacific,AI Sales Copilot,JPY,497519.99,517284.23
2018-10-31,Expense,IT Software Subscriptions,Operating,0.0,80387.31,0.0,0.0,80387.31,-80387.31,-80387.31,0.0,0.0,0.0,0.0,0.0,0.0,80387.31,-80387.31,Operating,IT,Africa,Working Capital Optimization,GBP,86636.03,80387.31
2018-10-31,Expense,Salaries & Wages,Operating,0.0,59811.37,0.0,0.0,59811.37,-59811.37,-59811.37,0.0,0.0,0.0,0.0,0.0,0.0,59811.37,-59811.37,Operating,HR,North America,Product Launch Q3,USD,57826.13,59811.37
2018-10-31,Expense,Salaries & Wages,Operating,0.0,31460.73,0.0,0.0,31460.73,-31460.73,-31460.73,0.0,0.0,0.0,0.0,0.0,0.0,31460.73,-31460.73,Operating,HR,Asia-Pacific,APAC Growth 2023,JPY,36190.28,31460.73
2018-10-31,Expense,Rent Expense,Operating,0.0,14821.17,0.0,0.0,14821.17,-14821.17,-14821.17,0.0,0.0,0.0,0.0,0.0,0.0,14821.17,-14821.17,Operating,Operations,Asia-Pacific,APAC Growth 2023,JPY,16745.51,14821.17
2018-10-31,Expense,Rent Expense,Operating,0.0,17757.96,0.0,0.0,17757.96,-17757.96,-17757.96,0.0,0.0,0.0,0.0,0.0,0.0,17757.96,-17757.96,Operating,Operations,North America,Cybersecurity Hardening,USD,18158.22,17757.96
2018-10-31,Expense,Travel Expense,Operating,0.0,97899.22,0.0,0.0,97899.22,-97899.22,-97899.22,0.0,0.0,0.0,0.0,0.0,0.0,97899.22,-97899.22,Operating,Sales,Africa,Automation Wave 2022,GBP,107824.49,97899.22
2018-10-31,Expense,Utilities Expense,Operating,0.0,60822.01,0.0,0.0,60822.01,-60822.01,-60822.01,0.0,0.0,0.0,0.0,0.0,0.0,60822.01,-60822.01,Operating,Operations,North America,Cybersecurity Hardening,USD,74392.34,60822.01
2018-10-31,Expense,Professional Services,Operating,0.0,78044.9,0.0,0.0,78044.9,-78044.9,-78044.9,0.0,0.0,0.0,0.0,0.0,0.0,78044.9,-78044.9,Operating,Finance,Asia-Pacific,Data Platform Modernization,JPY,74562.64,78044.9
2018-10-31,Expense,R&D Expense,Operating,0.0,93309.67,0.0,0.0,93309.67,-93309.67,-93309.67,0.0,0.0,0.0,0.0,0.0,0.0,93309.67,-93309.67,Operating,IT,Asia-Pacific,AI Sales Copilot,JPY,91026.09,93309.67
2018-10-31,Expense,Travel Expense,Operating,0.0,137824.04,0.0,0.0,137824.04,-137824.04,-137824.04,0.0,0.0,0.0,0.0,0.0,0.0,137824.04,-137824.04,Operating,Sales,Middle East,ERP Implementation,USD,121245.47,137824.04
2018-10-31,Expense,Marketing & Advertising,Operating,0.0,27567.1,0.0,0.0,27567.1,-27567.1,-27567.1,0.0,0.0,0.0,0.0,0.0,0.0,27567.1,-27567.1,Operating,Marketing,Asia-Pacific,AI Sales Copilot,JPY,26413.23,27567.1
2018-10-31,Expense,Marketing & Advertising,Operating,0.0,124924.69,0.0,0.0,124924.69,-124924.69,-124924.69,0.0,0.0,0.0,0.0,0.0,0.0,124924.69,-124924.69,Operating,Marketing,North America,Cybersecurity Hardening,USD,114696.32,124924.69
2018-10-31,Expense,Salaries & Wages,Operating,0.0,56125.74,0.0,0.0,56125.74,-56125.74,-56125.74,0.0,0.0,0.0,0.0,0.0,0.0,56125.74,-56125.74,Operating,HR,Middle East,ERP Implementation,USD,53150.79,56125.74
2018-10-31,Expense,R&D Expense,Operating,0.0,109339.3,0.0,0.0,109339.3,-109339.3,-109339.3,0.0,0.0,0.0,0.0,0.0,0.0,109339.3,-109339.3,Operating,IT,Middle East,Digital Self-Service Portal,USD,110863.32,109339.3
2018-10-31,Expense,R&D Expense,Operating,0.0,22590.74,0.0,0.0,22590.74,-22590.74,-22590.74,0.0,0.0,0.0,0.0,0.0,0.0,22590.74,-22590.74,Operating,IT,North America,Cybersecurity Hardening,USD,21031.55,22590.74
2018-10-31,Expense,Rent Expense,Operating,0.0,8035.04,0.0,0.0,8035.04,-8035.04,-8035.04,0.0,0.0,0.0,0.0,0.0,0.0,8035.04,-8035.04,Operating,Operations,Europe,ERP Implementation,EUR,8453.53,8035.04
2018-10-31,Expense,Utilities Expense,Operating,0.0,25042.47,0.0,0.0,25042.47,-25042.47,-25042.47,0.0,0.0,0.0,0.0,0.0,0.0,25042.47,-25042.47,Operating,Operations,Africa,Automation Wave 2022,GBP,21248.46,25042.47
2018-10-31,Expense,Travel Expense,Operating,0.0,29568.54,0.0,0.0,29568.54,-29568.54,-29568.54,0.0,0.0,0.0,0.0,0.0,0.0,29568.54,-29568.54,Operating,Sales,North America,New Pricing Model 2.0,USD,35669.97,29568.54
2018-10-31,Expense,Insurance Expense,Operating,0.0,70627.2,0.0,0.0,70627.2,-70627.2,-70627.2,0.0,0.0,0.0,0.0,0.0,0.0,70627.2,-70627.2,Operating,Finance,North America,Product Launch Q3,USD,62539.37,70627.2
2018-10-31,Expense,Utilities Expense,Operating,0.0,13772.03,0.0,0.0,13772.03,-13772.03,-13772.03,0.0,0.0,0.0,0.0,0.0,0.0,13772.03,-13772.03,Operating,Operations,Middle East,Digital Self-Service Portal,USD,14640.25,13772.03
2018-10-31,Expense,Professional Services,Operating,0.0,101836.96,0.0,0.0,101836.96,-101836.96,-101836.96,0.0,0.0,0.0,0.0,0.0,0.0,101836.96,-101836.96,Operating,Finance,Africa,Automation Wave 2022,GBP,100945.89,101836.96
2018-10-31,Expense,Travel Expense,Operating,0.0,119481.25,0.0,0.0,119481.25,-119481.25,-119481.25,0.0,0.0,0.0,0.0,0.0,0.0,119481.25,-119481.25,Operating,Sales,North America,Cybersecurity Hardening,USD,102239.95,119481.25
2018-10-31,Expense,Insurance Expense,Operating,0.0,16557.49,0.0,0.0,16557.49,-16557.49,-16557.49,0.0,0.0,0.0,0.0,0.0,0.0,16557.49,-16557.49,Operating,Finance,Middle East,Middle East Distributor Program,USD,19089.9,16557.49
2018-10-31,Expense,Rent Expense,Operating,0.0,65915.74,0.0,0.0,65915.74,-65915.74,-65915.74,0.0,0.0,0.0,0.0,0.0,0.0,65915.74,-65915.74,Operating,Operations,Asia-Pacific,AI Sales Copilot,JPY,56224.82,65915.74
2018-10-31,Expense,IT Software Subscriptions,Operating,0.0,48474.57,0.0,0.0,48474.57,-48474.57,-48474.57,0.0,0.0,0.0,0.0,0.0,0.0,48474.57,-48474.57,Operating,IT,Africa,Automation Wave 2022,GBP,42226.18,48474.57
2018-10-31,Expense,Rent Expense,Operating,0.0,14217.86,0.0,0.0,14217.86,-14217.86,-14217.86,0.0,0.0,0.0,0.0,0.0,0.0,14217.86,-14217.86,Operating,Operations,North America,Cybersecurity Hardening,USD,13599.09,14217.86
2018-10-31,Expense,Professional Services,Operating,0.0,51979.65,0.0,0.0,51979.65,-51979.65,-51979.65,0.0,0.0,0.0,0.0,0.0,0.0,51979.65,-51979.65,Operating,Finance,Middle East,Middle East Distributor Program,USD,54611.52,51979.65
2018-10-31,Expense,Insurance Expense,Operating,0.0,12585.59,0.0,0.0,12585.59,-12585.59,-12585.59,0.0,0.0,0.0,0.0,0.0,0.0,12585.59,-12585.59,Operating,Finance,North America,New Pricing Model 2.0,USD,11328.35,12585.59
2018-10-31,Expense,Marketing & Advertising,Operating,0.0,5226.53,0.0,0.0,5226.53,-5226.53,-5226.53,0.0,0.0,0.0,0.0,0.0,0.0,5226.53,-5226.53,Operating,Marketing,Asia-Pacific,APAC Growth 2023,JPY,5941.0,5226.53
2018-10-31,Expense,Salaries & Wages,Operating,0.0,136089.27,0.0,0.0,136089.27,-136089.27,-136089.27,0.0,0.0,0.0,0.0,0.0,0.0,136089.27,-136089.27,Operating,HR,Europe,Working Capital Optimization,EUR,116228.58,136089.27
2018-10-31,Expense,Travel Expense,Operating,0.0,247024.12,0.0,0.0,247024.12,-247024.12,-247024.12,0.0,0.0,0.0,0.0,0.0,0.0,247024.12,-247024.12,Operating,Sales,Asia-Pacific,AI Sales Copilot,JPY,228301.12,247024.12
2018-10-31,Expense,Travel Expense,Operating,0.0,106062.28,0.0,0.0,106062.28,-106062.28,-106062.28,0.0,0.0,0.0,0.0,0.0,0.0,106062.28,-106062.28,Operating,Sales,North America,New Pricing Model 2.0,USD,114837.4,106062.28
2018-10-31,Expense,Insurance Expense,Operating,0.0,20673.45,0.0,0.0,20673.45,-20673.45,-20673.45,0.0,0.0,0.0,0.0,0.0,0.0,20673.45,-20673.45,Operating,Finance,North America,Customer 360 Initiative,USD,17351.03,20673.45
2018-10-31,Expense,Rent Expense,Operating,0.0,35871.14,0.0,0.0,35871.14,-35871.14,-35871.14,0.0,0.0,0.0,0.0,0.0,0.0,35871.14,-35871.14,Operating,Operations,Europe,Market Expansion Europe,EUR,43586.87,35871.14
2018-10-31,Expense,Utilities Expense,Operating,0.0,100328.47,0.0,0.0,100328.47,-100328.47,-100328.47,0.0,0.0,0.0,0.0,0.0,0.0,100328.47,-100328.47,Operating,Operations,Asia-Pacific,AI Sales Copilot,JPY,90640.43,100328.47
2018-10-31,Expense,Rent Expense,Operating,0.0,23395.97,0.0,0.0,23395.97,-23395.97,-23395.97,0.0,0.0,0.0,0.0,0.0,0.0,23395.97,-23395.97,Operating,Operations,Europe,Working Capital Optimization,EUR,19924.82,23395.97
2018-10-31,Expense,Salaries & Wages,Operating,0.0,9035.17,0.0,0.0,9035.17,-9035.17,-9035.17,0.0,0.0,0.0,0.0,0.0,0.0,9035.17,-9035.17,Operating,HR,Asia-Pacific,AI Sales Copilot,JPY,8142.2,9035.17
2018-10-31,Expense,R&D Expense,Operating,0.0,78326.98,0.0,0.0,78326.98,-78326.98,-78326.98,0.0,0.0,0.0,0.0,0.0,0.0,78326.98,-78326.98,Operating,IT,Asia-Pacific,Data Platform Modernization,JPY,70783.25,78326.98
2018-10-31,Expense,Salaries & Wages,Operating,0.0,40016.44,0.0,0.0,40016.44,-40016.44,-40016.44,0.0,0.0,0.0,0.0,0.0,0.0,40016.44,-40016.44,Operating,HR,Europe,Debt Refinancing 2024,EUR,37514.79,40016.44
2018-10-31,Expense,Salaries & Wages,Operating,0.0,46436.41,0.0,0.0,46436.41,-46436.41,-46436.41,0.0,0.0,0.0,0.0,0.0,0.0,46436.41,-46436.41,Operating,HR,North America,Cybersecurity Hardening,USD,44993.65,46436.41
